,Cities,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Windspeed,Max Temp
356,makakilo city,1,US,2019-06-06 13:35:19,78,21.35,-158.09,3.36,75.74
357,pevek,100,RU,2019-06-06 13:35:19,92,69.7,170.27,7.58,35.33
358,deputatskiy,0,RU,2019-06-06 13:35:19,53,69.3,139.9,3.29,36.23
359,morlaix,100,FR,2019-06-06 13:35:19,51,48.58,-3.83,9.17,59.11
360,daia,20,RO,2019-06-06 13:35:19,69,43.99,25.99,5.82,76.82
361,norden,75,DE,2019-06-06 13:35:19,72,53.59,7.21,5.82,62.11
362,kodinsk,74,RU,2019-06-06 13:35:19,57,58.6,99.18,2.75,58.01
363,haapiti,75,PF,2019-06-06 13:35:20,69,-17.57,-149.87,3.36,78.37
364,lasa,0,CY,2019-06-06 13:35:20,39,34.92,32.53,19.46,82.9
365,noumea,90,NC,2019-06-06 13:35:20,82,-22.28,166.46,5.82,68
366,uyemskiy,20,RU,2019-06-06 13:35:20,34,64.47,40.85,2.24,68
367,ouesso,100,CG,2019-06-06 13:35:20,80,1.61,16.05,3.58,81.23
368,egvekinot,100,RU,2019-06-06 13:31:48,96,66.32,-179.17,7.43,40.37
369,brenham,1,US,2019-06-06 13:35:20,94,30.17,-96.4,3.36,74.64
370,ust-nera,2,RU,2019-06-06 13:35:20,67,64.57,143.24,9.1,38.03
371,turbat,0,PK,2019-06-06 13:35:20,16,26,63.05,19.28,101.93
372,chapais,1,CA,2019-06-06 13:35:21,38,49.78,-74.86,9.17,46.4
373,lavrentiya,100,RU,2019-06-06 13:35:21,84,65.58,-170.99,3.4,45.41
374,bambous virieux,75,MU,2019-06-06 13:35:21,69,-20.34,57.76,17.22,74.17
375,chapleau,20,CA,2019-06-06 13:35:21,58,47.85,-83.4,4.7,53.6
376,jinchang,100,CN,2019-06-06 13:35:21,47,38.52,102.19,11.48,62.87
377,dubti,52,ET,2019-06-06 13:35:21,15,11.74,41.09,11.86,104.81
378,iralaya,20,HN,2019-06-06 13:35:21,79,15,-83.23,6.2,84.2
379,santa maria da vitoria,0,BR,2019-06-06 13:35:21,46,-13.39,-44.19,8.97,80.51
380,batsfjord,75,NO,2019-06-06 13:35:22,81,70.63,29.72,2.24,55.02
381,tenenkou,100,ML,2019-06-06 13:35:22,5,14.46,-4.91,2.28,107.69
382,kavaratti,100,IN,2019-06-06 13:35:22,77,10.57,72.64,10.63,84.11
383,praia da vitoria,75,PT,2019-06-06 13:35:22,88,38.73,-27.07,15.73,66.94
384,alugan,81,PH,2019-06-06 13:35:22,86,12.22,125.48,4.36,80.15
385,sola,0,FI,2019-06-06 13:35:22,47,62.78,29.36,8.05,82.4
386,vostok,90,RU,2019-06-06 13:35:22,97,46.45,135.83,3.31,49.73
387,liverpool,40,GB,2019-06-06 13:31:48,66,53.41,-2.98,16.11,58.87
388,bodh gaya,20,IN,2019-06-06 13:35:23,41,24.7,84.98,4.7,96.8
389,auka,20,HN,2019-06-06 13:35:23,79,14.93,-83.83,4.7,84.2
390,benghazi,0,LY,2019-06-06 13:35:23,48,32.12,20.07,15.05,78.53
391,rochegda,21,RU,2019-06-06 13:35:23,32,62.67,43.41,2.91,68.45
392,teeli,64,RU,2019-06-06 13:35:23,46,51.01,90.2,1.43,59.81
393,kyzyl-suu,100,KG,2019-06-06 13:35:23,57,42.34,78,8.81,62.15
395,sangar,1,RU,2019-06-06 13:35:23,63,63.92,127.47,3.62,54.23
396,mandalgovi,0,MN,2019-06-06 13:35:24,51,45.76,106.27,18.19,51.53
397,bokajan,100,IN,2019-06-06 13:35:24,83,26.02,93.78,1.52,78.35
398,ewo,100,CG,2019-06-06 13:35:24,47,-0.88,14.81,4.52,85.01
399,dedougou,6,BF,2019-06-06 13:35:24,22,12.47,-3.47,7.45,104.27
400,tolaga bay,79,NZ,2019-06-06 13:35:01,68,-38.37,178.3,6.78,53.87
401,coffs harbour,0,AU,2019-06-06 13:32:59,62,-30.3,153.13,9.17,50.95
402,saint george,20,GR,2019-06-06 13:35:24,37,39.45,22.34,5.66,85.05
403,shevchenkove,0,UA,2019-06-06 13:35:24,26,49.7,37.18,8.95,82.4
404,zdvinsk,92,RU,2019-06-06 13:35:25,92,54.7,78.67,9.84,46.49
405,isla mujeres,40,MX,2019-06-06 13:35:25,74,21.23,-86.73,14.99,84.09
406,shubarkuduk,20,KZ,2019-06-06 13:35:25,48,49.15,56.49,13.18,76.37
407,beyneu,98,KZ,2019-06-06 13:35:25,26,45.32,55.19,9.86,83.93
408,tocopilla,98,CL,2019-06-06 13:30:37,96,-22.09,-70.2,8.43,58.37
410,yumen,33,CN,2019-06-06 13:35:25,23,40.29,97.04,10.58,76.01
411,anadyr,0,RU,2019-06-06 13:35:25,61,64.73,177.51,6.71,50
412,susehri,26,TR,2019-06-06 13:35:25,70,40.16,38.09,5.37,62.15
413,dudinka,40,RU,2019-06-06 13:35:25,80,69.41,86.18,20.13,41
415,stawell,4,AU,2019-06-06 13:35:26,87,-37.06,142.77,1.01,50
416,makambako,5,TZ,2019-06-06 13:35:26,71,-8.85,34.82,6.51,66.11
417,brainerd,1,US,2019-06-06 13:35:26,77,46.36,-94.2,9.17,62.31
418,adrar,0,DZ,2019-06-06 13:35:26,9,27.87,-0.29,17.22,107.6
419,emerald,67,AU,2019-06-06 13:35:26,47,-23.53,148.16,9.17,55.18
420,mindelo,75,PT,2019-06-06 13:35:26,93,41.31,-8.72,26.4,58.87
422,ayan,78,TR,2019-06-06 13:35:26,53,40.67,33.6,6.04,67.73
423,baksheyevo,0,RU,2019-06-06 13:35:27,50,55.71,39.88,2.71,80.15
424,ampanihy,0,MG,2019-06-06 13:35:27,58,-24.69,44.75,5.48,74.57
425,sao jose da coroa grande,100,BR,2019-06-06 13:35:27,60,-8.9,-35.15,9.08,83.93
426,weinan,0,CN,2019-06-06 13:35:27,73,34.5,109.46,4.47,71.6
427,alekseyevsk,9,RU,2019-06-06 13:35:27,74,57.84,108.35,1.92,49.55
428,blairmore,75,CA,2019-06-06 13:35:27,58,49.61,-114.44,7.31,51.76
429,asheville,1,US,2019-06-06 13:31:12,100,35.6,-82.55,1.86,68.9
430,suntar,97,RU,2019-06-06 13:35:27,57,62.16,117.65,7.09,60.53
431,kilembe,26,UG,2019-06-06 13:35:27,43,0.2,30.01,2.66,81.59
432,mackenzie,90,CA,2019-06-06 13:35:28,65,55.34,-123.09,4.7,46.4
433,khash,0,IR,2019-06-06 13:35:28,15,28.22,61.21,11.1,79.43
434,udachnyy,75,RU,2019-06-06 13:35:28,42,66.42,112.4,2.24,64.4
436,tazovskiy,53,RU,2019-06-06 13:35:28,85,67.47,78.7,9.66,43.79
437,los llanos de aridane,75,ES,2019-06-06 13:35:28,53,28.66,-17.92,10.29,69.1
438,capalna,40,RO,2019-06-06 13:35:28,57,46.73,22.1,6.93,77
439,esperance,75,TT,2019-06-06 13:35:28,70,10.24,-61.45,16.11,84.72
440,baruun-urt,100,MN,2019-06-06 13:35:29,71,46.68,113.28,24.54,50.99
441,arlit,94,NE,2019-06-06 13:35:29,13,18.74,7.39,8.75,103.91
442,thinadhoo,100,MV,2019-06-06 13:35:29,78,0.53,72.93,13.02,85.01
444,strezhevoy,0,RU,2019-06-06 13:35:29,38,60.73,77.6,8.95,73.4
446,palmer,0,AU,2019-06-06 13:35:29,93,-34.85,139.16,1.16,43.99
447,ipanema,0,BR,2019-06-06 13:35:28,82,-30.14,-51.22,3.36,64.2
448,la grande,40,US,2019-06-06 13:33:48,58,45.32,-118.09,10.29,52.79
449,malanje,75,AO,2019-06-06 13:35:29,69,-9.54,16.35,6.93,82.4
450,sinsheim,90,DE,2019-06-06 13:35:30,59,49.26,8.88,6.93,58.51
451,saint-georges,0,CA,2019-06-06 13:35:30,66,46.12,-70.67,8.5,62.01
452,mount gambier,90,AU,2019-06-06 13:35:30,87,-37.83,140.78,6.93,51.8
454,bikaner,1,IN,2019-06-06 13:35:30,6,28.02,73.32,6.33,106.43
455,maldonado,0,UY,2019-06-06 13:35:30,67,-34.91,-54.96,5.82,59
456,yantal,1,RU,2019-06-06 13:35:30,83,56.85,105.25,1.36,48.29
457,alta floresta,0,BR,2019-06-06 13:35:31,70,-9.87,-56.08,10.29,84.2
458,effium,98,NG,2019-06-06 13:35:31,87,6.63,8.06,10.13,77.99
459,bamiantong,0,CN,2019-06-06 13:35:31,73,44.93,130.53,1.59,53.87
460,myitkyina,96,MM,2019-06-06 13:33:58,94,25.38,97.4,1.14,72.95
461,gryfino,0,PL,2019-06-06 13:35:31,48,53.25,14.49,14.99,84.2
462,pundaguitan,50,PH,2019-06-06 13:35:31,72,6.37,126.17,3.2,84.11
463,ulagan,100,RU,2019-06-06 13:35:31,77,50.63,87.96,1.36,48.11
464,bonavista,33,CA,2019-06-06 13:35:31,80,48.65,-53.11,3,54
465,gamba,12,CN,2019-06-06 13:35:32,47,28.28,88.52,12.26,45.77
467,pauini,33,BR,2019-06-06 13:35:32,53,-7.71,-67,3.89,86.09
468,pelhrimov,75,CZ,2019-06-06 13:35:32,69,49.43,15.22,17.22,68.23
469,norrtalje,0,SE,2019-06-06 13:35:32,39,59.76,18.7,16.11,80.58
470,tobol,43,SE,2019-06-06 13:35:32,57,59.83,12.54,6.93,80.8
471,podor,0,MR,2019-06-06 13:35:32,9,16.65,-14.96,9.26,106.79
472,ostrovnoy,97,RU,2019-06-06 13:35:32,74,68.05,39.51,20.4,53.33
473,vrangel,87,RU,2019-06-06 13:35:32,98,42.73,133.08,2.15,53.33
474,abrau-dyurso,40,RU,2019-06-06 13:35:33,62,44.7,37.6,11.18,84.07
475,nhulunbuy,90,AU,2019-06-06 13:35:33,73,-12.18,136.78,13.87,75.2
476,helong,100,CN,2019-06-06 13:35:33,92,25.94,116.13,3,75.29
477,omsukchan,69,RU,2019-06-06 13:35:33,84,62.53,155.8,5.12,38.39
478,pokaran,0,IN,2019-06-06 13:35:33,11,26.93,71.92,6.96,107.33
479,dingle,41,PH,2019-06-06 13:35:33,80,11,122.67,6.33,79.07
480,eureka,90,US,2019-06-06 13:34:18,93,40.8,-124.16,4.7,52.5
481,muros,75,ES,2019-06-06 13:35:34,93,42.77,-9.06,27.51,57.11
482,pangoa,0,PE,2019-06-06 13:35:34,45,-12.12,-73,3.49,81.05
483,harper,75,US,2019-06-06 13:35:34,94,30.3,-99.24,9.8,68.97
484,hellin,0,ES,2019-06-06 13:35:34,18,38.51,-1.7,10.29,77.56
486,belawan,100,ID,2019-06-06 13:35:34,90,-0.59,114.46,2.57,72.95
487,iquique,90,CL,2019-06-06 13:35:34,63,-20.22,-70.14,3.36,64.4
488,smithers,90,CA,2019-06-06 13:35:08,100,54.78,-127.17,2.24,44.6
489,ichinoseki,83,JP,2019-06-06 13:35:35,92,38.93,141.13,2.44,55.49
490,xining,20,CN,2019-06-06 13:30:38,55,36.62,101.77,1.9,51.53
492,qaqortoq,75,GL,2019-06-06 13:35:35,74,60.72,-46.03,17.22,51.8
493,alice springs,0,AU,2019-06-06 13:35:35,52,-23.7,133.88,3.36,42.8
494,bone,20,ID,2019-06-06 13:35:35,73,-10.32,123.57,21.92,77
496,zaysan,100,KZ,2019-06-06 13:35:35,58,47.47,84.87,10.6,63.95
497,santa rosa,100,AR,2019-06-06 13:32:49,58,-36.62,-64.29,12.59,62.87
498,moussoro,100,TD,2019-06-06 13:35:36,32,13.64,16.49,9.95,99.77
499,mount hagen,100,PG,2019-06-06 13:35:36,98,-5.86,144.23,2.64,52.61
500,berlevag,75,NO,2019-06-06 13:35:36,81,70.86,29.09,2.24,47.41
501,pueblo nuevo,0,MX,2019-06-06 13:35:37,65,23.99,-106.96,3.83,81.77
503,mayumba,97,GA,2019-06-06 13:35:37,81,-3.44,10.65,11.56,74.21
504,kuching,75,MY,2019-06-06 13:35:37,94,1.56,110.34,1.12,77.52
505,collierville,90,US,2019-06-06 13:35:38,100,35.04,-89.66,6.93,71.64
506,gold coast,40,AU,2019-06-06 13:35:38,72,-28,153.41,6.93,55.56
507,gobabis,0,NA,2019-06-06 13:35:38,11,-22.45,18.97,2.24,84.2
508,thohoyandou,0,ZA,2019-06-06 13:35:38,16,-22.97,30.46,2.39,74.03
509,turtas,100,RU,2019-06-06 13:35:38,67,58.94,69.13,10.8,62.15
510,shahrud,98,IR,2019-06-06 13:35:38,52,36.42,54.97,3.13,58.37
511,kwekwe,0,ZW,2019-06-06 13:35:38,15,-18.93,29.81,2.84,75.11
512,bulaevo,57,KZ,2019-06-06 13:35:38,74,54.91,70.44,4.41,54.95
513,north bend,1,US,2019-06-06 13:35:39,93,43.41,-124.22,4.7,49.05
514,port macquarie,0,AU,2019-06-06 13:35:39,62,-31.43,152.91,8.05,49.05
515,fayaoue,100,NC,2019-06-06 13:35:39,75,-20.65,166.53,22.35,73.85
516,kroonstad,67,ZA,2019-06-06 13:35:39,24,-27.65,27.24,5.01,63
517,soanierana ivongo,75,MG,2019-06-06 13:35:39,83,-16.92,49.59,13.87,75.2
518,bam,0,IR,2019-06-06 13:35:39,16,29.11,58.36,8.99,75.11
519,puerto colombia,75,CO,2019-06-06 13:35:39,74,10.99,-74.96,4.7,85.26
520,itacare,75,BR,2019-06-06 13:35:40,78,-14.28,-39,11.41,77
521,tonantins,24,BR,2019-06-06 13:35:40,92,-2.86,-67.77,2.35,79.61
522,richards bay,1,ZA,2019-06-06 13:35:40,71,-28.77,32.06,16.67,71.69
523,padang,40,ID,2019-06-06 13:35:40,94,-0.92,100.36,6.93,77
524,shimoda,75,JP,2019-06-06 13:35:40,64,34.7,138.93,4.7,72.03
525,quatre cocos,75,MU,2019-06-06 13:35:40,69,-20.21,57.76,17.22,74.34
526,san policarpo,8,PH,2019-06-06 13:35:40,77,12.18,125.51,6.31,83.75
527,amargosa,91,BR,2019-06-06 13:35:41,70,-13.03,-39.6,13.69,72.41
528,galveston,1,US,2019-06-06 13:35:41,100,40.58,-86.19,5.82,70.23
529,dehui,0,CN,2019-06-06 13:35:41,38,44.53,125.71,6.71,73.4
530,aleksandrov gay,0,RU,2019-06-06 13:35:41,47,50.14,48.57,9.19,81.59
531,algiers,40,US,2019-06-06 13:35:41,83,29.94,-90.04,10.29,80.71
532,palu,100,ID,2019-06-06 13:35:41,91,-0.9,119.87,3.36,77.27
535,huarmey,95,PE,2019-06-06 13:35:41,94,-10.07,-78.15,13.04,61.79
536,biak,100,ID,2019-06-06 13:35:41,99,-0.91,122.88,3.6,65.39
537,jagatsinghapur,40,IN,2019-06-06 13:35:42,75,20.27,86.17,6.93,89.6
538,bathsheba,75,BB,2019-06-06 13:35:42,66,13.22,-59.52,18.34,86
539,vaitape,14,PF,2019-06-06 13:35:42,78,-16.52,-151.75,16.71,82.13
540,nome,90,US,2019-06-06 13:35:42,83,30.04,-94.42,6.93,75.49
541,meaford,5,CA,2019-06-06 13:35:42,76,44.61,-80.59,2.24,57.58
542,sibolga,100,ID,2019-06-06 13:35:42,74,1.74,98.78,3.44,83.03
543,leh,95,IN,2019-06-06 13:35:42,54,34.16,77.58,1.45,32.45
544,saint-joseph,0,FR,2019-06-06 13:35:43,47,43.56,6.97,16.11,74.14
545,boden,0,SE,2019-06-06 13:35:43,55,65.83,21.69,4.7,66.2
546,ofunato,93,JP,2019-06-06 13:35:43,97,39.11,141.75,1.54,54.05
547,krasnovishersk,96,RU,2019-06-06 13:35:43,89,60.4,57.08,11.54,54.41
548,dubovskoye,24,RU,2019-06-06 13:35:43,48,47.41,42.76,8.12,78.17
549,vawkavysk,75,BY,2019-06-06 13:35:44,82,53.15,24.45,6.71,68
550,khairagarh,82,IN,2019-06-06 13:35:44,19,21.42,80.98,5.17,103.37
551,boralday,90,KZ,2019-06-06 13:35:44,64,43.36,76.86,6.71,68
552,ariquemes,0,BR,2019-06-06 13:35:44,49,-9.91,-63.03,3.4,86.81
553,jiazi,0,CN,2019-06-06 13:35:44,83,19.61,110.49,8.95,84.2
555,ulladulla,0,AU,2019-06-06 13:35:44,87,-35.36,150.48,6.93,38.41
556,lagoa,20,PT,2019-06-06 13:35:45,60,37.14,-8.45,18.34,67.62
557,paita,0,PE,2019-06-06 13:35:45,290,-5.09,-81.11,21.92,62.6
558,alamosa,40,US,2019-06-06 13:35:45,87,37.47,-105.87,3.36,45.9
559,mutoko,0,ZW,2019-06-06 13:35:45,29,-17.4,32.23,3.51,71.51
560,constitucion,5,MX,2019-06-06 13:35:45,71,23.99,-104.67,4.7,58.15
561,mehamn,75,NO,2019-06-06 13:35:45,93,71.03,27.85,3.36,47.19
562,piranhas,75,BR,2019-06-06 13:35:46,69,-9.61,-37.76,8.05,78.8
563,thanh hoa,40,VN,2019-06-06 13:35:46,88,10.21,106.33,3.36,78.8
564,alvorada,20,BR,2019-06-06 13:35:46,82,-30,-51.08,2.24,64.2
566,grand-santi,2,GF,2019-06-06 13:35:46,56,4.27,-54.38,2.66,89.15
567,nuuk,90,GL,2019-06-06 13:35:46,93,64.17,-51.74,10.29,41
569,kuandian,100,CN,2019-06-06 13:35:46,93,40.73,124.78,0.98,60.35
570,ust-kulom,96,RU,2019-06-06 13:35:47,65,61.69,53.69,9.73,53.15
571,quzhou,100,CN,2019-06-06 13:35:47,94,28.97,118.86,2.62,74.39
572,pangody,96,RU,2019-06-06 13:35:47,37,65.85,74.49,10.04,64.67
573,sur,0,OM,2019-06-06 13:35:47,37,22.57,59.53,7.4,96.89
574,kaduqli,100,SD,2019-06-06 13:35:47,46,11.01,29.72,4.85,88.43
575,hasaki,75,JP,2019-06-06 13:35:47,94,35.73,140.83,5.82,69.21
577,tupiza,0,BO,2019-06-06 13:35:47,7,-21.44,-65.72,0.49,56.03
578,nyrob,100,RU,2019-06-06 13:35:47,87,60.74,56.73,9.6,51.71
579,taitung,75,TW,2019-06-06 13:35:48,100,22.76,121.15,4.7,82.4
580,buraydah,0,SA,2019-06-06 13:32:23,15,26.33,43.97,6.93,107.6
581,hobyo,90,SO,2019-06-06 13:35:48,59,5.35,48.53,24.14,86.09
582,santa maria da boa vista,70,BR,2019-06-06 13:35:48,50,-8.8,-39.83,18.77,84.65
583,caravelas,74,BR,2019-06-06 13:35:48,58,-17.73,-39.27,10.83,78.53
584,barra do garcas,0,BR,2019-06-06 13:35:48,83,-15.89,-52.26,6.93,75.2
585,road town,40,VG,2019-06-06 13:35:49,79,18.42,-64.62,4.7,83.07
586,sampit,34,ID,2019-06-06 13:35:49,96,-2.54,112.95,2.51,76.01
587,garowe,100,SO,2019-06-06 13:35:49,43,8.41,48.48,13.94,88.79
588,aranda de duero,2,ES,2019-06-06 13:35:49,35,41.67,-3.69,19.93,68.63
589,seoul,90,KR,2019-06-06 13:32:21,100,37.57,126.98,3.36,66.4
590,torbat-e jam,0,IR,2019-06-06 13:35:49,23,35.24,60.63,18.23,81.41
591,moba,10,CD,2019-06-06 13:35:49,58,-7.04,29.77,4.18,70.79
592,begoro,100,GH,2019-06-06 13:35:49,70,6.38,-0.38,3.91,86.27
593,winnemucca,1,US,2019-06-06 13:34:31,76,40.97,-117.74,5.82,57.49
594,roma,0,IT,2019-06-06 13:35:44,50,41.89,12.48,11.41,76.77
595,mulanje,20,MW,2019-06-06 13:35:50,65,-16.03,35.5,6.93,78.8
596,awjilah,0,LY,2019-06-06 13:35:50,14,29.14,21.3,11.63,94.91
597,sigli,96,ID,2019-06-06 13:35:11,77,5.38,95.96,4.47,76.55
598,flin flon,40,CA,2019-06-06 13:35:50,81,54.77,-101.88,3.36,51.8
599,filingue,42,NE,2019-06-06 13:35:50,16,14.35,3.32,8.68,107.51
600,gushikawa,1,JP,2019-06-06 13:35:50,88,26.35,127.87,9.17,81
601,fortuna,75,ES,2019-06-06 13:32:13,69,38.18,-1.13,13.87,75.54
602,la ronge,75,CA,2019-06-06 13:35:50,76,55.1,-105.3,5.82,51.8
603,mhlume,0,SZ,2019-06-06 13:35:51,34,-26.03,31.81,5.82,80.69
604,codrington,75,AU,2019-06-06 13:35:51,93,-28.95,153.24,1.12,51.06
605,yerbogachen,1,RU,2019-06-06 13:35:51,93,61.28,108.01,3.13,53.15
606,pochutla,75,MX,2019-06-06 13:35:51,78,15.74,-96.47,2.8,77.95
607,aksarka,10,RU,2019-06-06 13:35:51,80,66.56,67.8,13.35,42.71
608,hebi,94,CN,2019-06-06 13:35:51,61,35.75,114.29,2.08,70.25
609,bubaque,7,GW,2019-06-06 13:35:51,84,11.28,-15.83,14.67,79.07
610,sept-iles,20,CA,2019-06-06 13:32:47,71,50.2,-66.38,6.93,54.86
611,fort nelson,90,CA,2019-06-06 13:35:52,86,58.81,-122.69,6.93,41
612,bure,100,NG,2019-06-06 13:35:52,30,10.52,10.33,1.25,98.69
613,terrace bay,40,CA,2019-06-06 13:35:41,71,48.78,-87.1,5.82,50
614,dallas,40,US,2019-06-06 13:35:52,88,32.78,-96.8,8.05,71.73
615,cayenne,40,GF,2019-06-06 13:35:52,70,4.94,-52.33,2.24,86
617,jiangyou,5,CN,2019-06-06 13:35:52,91,31.78,104.73,2.62,62.15
618,mahibadhoo,100,MV,2019-06-06 13:35:52,79,3.78,72.97,16.44,83.93
619,loa janan,98,ID,2019-06-06 13:35:52,99,-0.58,117.09,0.58,75.65
620,curuca,43,BR,2019-06-06 13:35:53,86,-2.52,-61.06,1.23,82.67
621,wasilla,20,US,2019-06-06 13:35:43,87,61.58,-149.44,3.36,47.91
622,the pas,20,CA,2019-06-06 13:35:53,87,53.82,-101.24,2.24,55.4
623,pangnirtung,90,CA,2019-06-06 13:35:53,75,66.15,-65.72,9.17,41
624,yarmouth,40,GB,2019-06-06 13:35:53,55,50.71,-1.5,16.11,62.08
625,les escoumins,0,CA,2019-06-06 13:35:53,39,48.35,-69.4,6.49,60.53
627,merseburg,75,DE,2019-06-06 13:35:53,60,51.36,12,19.46,67.59
628,neiafu,20,TO,2019-06-06 13:35:53,94,-18.65,-173.98,6.89,77
629,hattiesburg,90,US,2019-06-06 13:35:14,100,31.33,-89.29,8.05,74.52
