,Cities,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Windspeed,Max Temp
407,comodoro rivadavia,0,AR,1560865774,70,-45.87,-67.48,13.87,48.2
408,ostrovnoy,96,RU,1560865403,67,68.05,39.51,11.41,41.2
409,porto velho,0,BR,1560865774,78,-8.75,-63.87,4.7,80.6
410,lolua,,,,,,,,
411,melfi,0,IT,1560865774,35,41,15.66,8.05,86.86
412,dehui,0,CN,1560865774,59,44.53,125.71,2.24,62.6
413,haibowan,,,,,,,,
414,wuwei,75,CN,1560865774,60,37.93,102.64,8.75,60.46
415,bernalillo,30,US,1560865774,66,35.3,-106.55,2.19,55.54
416,talara,0,PE,1560865775,290,-4.58,-81.27,23.04,62.6
417,ambodifototra,,,,,,,,
418,aitape,14,PG,1560865775,86,-3.15,142.36,4.63,76.66
419,ketchikan,90,US,1560865420,93,55.34,-131.65,8.05,50
420,ventspils,0,LV,1560865775,53,57.39,21.56,8.05,71.6
421,pacifica,90,US,1560865569,100,37.61,-122.49,8.05,57.76
422,mayo,75,CA,1560865414,93,63.59,-135.9,2.44,53.6
423,kedgwick,4,CA,1560865775,33,47.65,-67.35,7.18,67.48
424,algiers,20,US,1560865775,88,29.94,-90.04,16.11,76.37
425,wakkanai,42,JP,1560865775,90,45.41,141.67,19.35,54.7
426,durham,40,GB,1560865775,52,54.78,-1.58,12.75,66.13
427,glendive,1,US,1560865776,71,47.11,-104.71,6.93,55.4
428,sozimskiy,97,RU,1560865776,55,59.74,52.25,7.14,66.76
429,apolda,0,DE,1560865776,36,51.02,11.51,2.24,82.62
430,camacha,20,PT,1560865776,73,33.08,-16.33,11.41,72.61
431,isangel,66,VU,1560865373,78,-19.55,169.27,6.22,74.5
432,marfino,0,RU,1560865776,47,56.07,37.56,11.18,79.84
433,elie,,,,,,,,
434,taksimo,100,RU,1560865776,85,56.36,114.84,6.64,59.74
435,margate,75,AU,1560865403,75,-43.03,147.26,17.22,44.55
436,uwayl,,,,,,,,
437,saint-francois,0,FR,1560865364,31,46.42,3.91,6.93,87.31
438,riyadh,0,SA,1560865432,7,24.63,46.72,3.36,111.2
439,pitimbu,75,BR,1560865777,88,-7.47,-34.81,11.41,78.8
440,auki,0,NG,1560865354,28,12.18,6.51,7.63,98.26
441,mahadday weyne,,,,,,,,
442,teruel,0,ES,1560865777,18,40.34,-1.11,14.99,81.36
443,polyarnyy,40,RU,1560865777,40,69.2,33.45,4.47,53.6
444,virden,84,CA,1560865777,69,49.85,-100.93,2.13,61.54
445,menongue,0,AO,1560865777,25,-14.66,17.68,8.19,74.68
446,malwan,,,,,,,,
447,paradwip,,,,,,,,
448,ustyuzhna,5,RU,1560865777,52,58.84,36.43,9.84,72.52
449,kupang,20,ID,1560865777,73,-10.16,123.6,6.93,75.2
450,maridi,,,,,,,,
451,estelle,1,US,1560865778,73,32.87,-97.01,6.93,77.81
452,djenne,0,ML,1560865778,16,13.91,-4.55,8.95,107.08
453,bandarbeyla,100,SO,1560865410,34,9.49,50.81,21.32,93.58
454,nola,25,CF,1560865778,66,3.52,16.05,2.13,83.32
455,arkhangelsk,20,RU,1560865778,48,64.54,40.54,6.71,66.2
456,port blair,100,IN,1560865432,78,11.67,92.75,23.67,84.4
457,bogande,0,BF,1560865778,17,12.97,-0.14,9.42,104.92
458,chagda,,,,,,,,
459,sorvag,,,,,,,,
460,kavaratti,100,IN,1560865411,76,10.57,72.64,21.61,84.94
461,rungata,,,,,,,,
462,puerto penasco,0,MX,1560865778,68,31.32,-113.53,15.01,78.01
463,umea,0,SE,1560865717,49,63.83,20.26,14.99,73.4
464,warqla,,,,,,,,
465,hambantota,20,LK,1560865779,79,6.12,81.12,10.29,86
466,peterhead,0,AU,1560865779,87,-34.83,138.5,4.7,42.96
467,daru,66,SL,1560865384,52,7.99,-10.85,1.45,91.06
468,galle,75,US,1560865779,94,29.74,-97.91,4.7,76.32
469,saint-louis,75,CH,1560865423,45,47.59,7.56,6.93,81.72
470,manokwari,100,ID,1560865779,85,-0.87,134.08,4.29,74.14
471,marcona,,,,,,,,
472,lola,96,GN,1560865779,78,7.8,-8.53,2.48,82.96
473,tutayev,40,RU,1560865779,49,57.89,39.54,8.95,73.4
474,kataysk,0,RU,1560865780,62,56.29,62.58,1.88,57.4
475,inta,99,RU,1560865780,63,66.04,60.13,15.68,42.82
476,jizan,0,SA,1560865780,53,16.89,42.56,6.93,98.6
477,west bay,90,GB,1560865780,87,50.71,-2.76,4.7,60.13
478,san carlos de bariloche,40,AR,1560865780,92,-41.13,-71.31,20.8,41
479,sayyan,13,YE,1560865780,51,15.17,44.32,8.79,80.44
480,conceicao do araguaia,20,BR,1560865634,37,-8.26,-49.26,5.53,90.7
481,thunder bay,75,CA,1560865780,76,48.41,-89.26,4.52,55.99
482,iracoubo,99,GF,1560865781,68,5.48,-53.21,4.16,83.32
483,coruripe,0,BR,1560865382,65,-10.12,-36.18,10.56,82.6
484,farah,0,AF,1560865781,10,32.37,62.11,26.6,92.32
485,sohag,0,EG,1560865781,10,26.55,31.7,10.29,104
486,matagami,86,NG,1560865426,74,9.67,8.4,3.74,80.44
487,evansville,75,US,1560865683,88,37.97,-87.56,9.17,72.82
488,makakilo city,1,US,1560865781,100,21.35,-158.09,6.29,75.96
489,san vicente,0,SV,1560865782,78,13.64,-88.78,4.7,78.8
490,bairiki,,,,,,,,
491,tarudant,,,,,,,,
492,salamanca,20,ES,1560865664,33,40.97,-5.66,23.04,75.36
493,najran,20,SA,1560865782,12,17.54,44.22,12.75,104
494,atar,0,MR,1560865782,8,20.52,-13.05,13.09,109.6
495,atherton,20,GB,1560865782,63,53.52,-2.49,5.82,64.65
496,mys shmidta,,,,,,,,
497,imeni poliny osipenko,98,RU,1560865783,94,52.42,136.49,7.11,39.58
498,port hardy,75,CA,1560865783,93,50.7,-127.42,4.7,48.2
499,san antonio,0,CL,1560865635,81,-33.58,-71.61,3.36,44.35
500,plouzane,0,FR,1560865785,68,48.38,-4.62,6.93,68.16
501,rogun,,,,,,,,
502,ajdabiya,41,LY,1560865785,50,30.75,20.22,22.15,82.06
503,manjeshwar,75,IN,1560865785,94,12.72,74.89,3.36,77
504,one hundred mile house,,,,,,,,
505,meru,61,KE,1560865785,93,0.05,37.65,3.53,53.44
506,bar harbor,1,US,1560865786,56,44.39,-68.2,3.2,68.97
507,bilma,0,NE,1560865786,6,18.69,12.92,7.27,107.44
508,xinglongshan,0,CN,1560865786,59,43.96,125.47,2.24,62.6
509,turinsk,16,RU,1560865786,62,58.04,63.7,4.94,56.5
510,kropotkin,0,RU,1560865786,48,45.43,40.58,8.05,83.32
511,manono,37,CD,1560865786,23,-7.3,27.4,4.65,88.54
512,arcata,13,US,1560865771,100,40.87,-124.08,30.89,50.58
513,arica,90,CL,1560865717,72,-18.48,-70.32,1.07,57.85
514,natal,75,BR,1560865786,74,-5.81,-35.21,13.87,82.4
515,shirokiy,0,RU,1560865787,82,53.87,39.17,8.16,71.8
516,port augusta,1,AU,1560865435,93,-32.49,137.76,5.82,41
517,onalaska,40,US,1560865787,93,43.88,-91.23,6.64,63.7
518,kota kinabalu,75,MY,1560865787,88,5.98,116.07,4.7,80.17
519,kant,40,KG,1560865787,36,42.89,74.85,13.42,78.8
520,bossier city,1,US,1560865565,100,32.52,-93.73,4.7,74.46
521,nantucket,90,US,1560865396,93,41.28,-70.1,6.93,65.39
522,kumluca,73,TR,1560865787,70,36.37,30.29,2.71,66.94
523,djambala,70,CG,1560865787,37,-2.55,14.76,4.63,87.1
524,kracheh,,,,,,,,
525,portland,20,US,1560865565,77,45.52,-122.67,2.08,58.71
526,ayorou,0,NE,1560865788,15,14.73,0.92,4.74,107.44
527,isabela,0,PH,1560865788,77,10.2,122.99,5.12,82.6
528,mukhen,0,RU,1560865788,94,48.19,136.14,8.75,54.34
529,iwanai,49,JP,1560865433,76,42.97,140.51,5.77,50.56
530,half moon bay,40,US,1560865427,82,37.46,-122.43,6.64,58.68
531,harsin,20,IR,1560865743,8,34.27,47.59,13.87,87.15
532,penzance,40,GB,1560865788,87,50.12,-5.53,11.41,57.81
533,yarada,40,IN,1560865788,66,17.65,83.27,9.17,89.6
534,golden rock,,,,,,,,
535,hualmay,100,PE,1560865401,80,-11.1,-77.61,7.92,64.24
536,opuwo,0,NA,1560865387,17,-18.06,13.84,12.1,82.96
537,viedma,100,AR,1560865427,96,-40.81,-62.99,11.92,55.96
538,port hawkesbury,20,CA,1560865788,87,45.62,-61.36,9.17,63.7
539,khonuu,,,,,,,,
540,lasa,40,CY,1560865399,65,34.92,32.53,10.29,80.56
541,agva,,,,,,,,
542,diego de almagro,0,CL,1560865789,4,-26.39,-70.05,2.51,73.24
543,nome,1,US,1560865789,78,30.04,-94.42,2.93,79.03
544,gibsons,40,CA,1560865789,77,49.4,-123.51,17.22,60.62
545,san quintin,23,PH,1560865789,87,17.54,120.52,2.68,78.1
546,bandar-e lengeh,46,IR,1560865789,71,26.56,54.88,9.17,95
547,samarai,90,PG,1560865789,92,-10.62,150.67,6.51,72.34
548,nerchinskiy zavod,22,RU,1560865423,55,51.31,119.61,4.45,63.7
549,varhaug,75,NO,1560865790,68,58.61,5.65,14.99,60.15
550,alamosa,40,US,1560865639,93,37.47,-105.87,3.36,47.35
551,winneba,20,GH,1560865790,70,5.35,-0.62,12.75,84.2
552,andenes,,,,,,,,
553,santa maria da vitoria,0,BR,1560865790,38,-13.39,-44.19,5.93,85.12
554,tome-acu,,,,,,,,
555,aksarka,99,RU,1560865437,41,66.56,67.8,12.33,46.06
556,calabozo,100,VE,1560865790,96,8.92,-67.43,3.02,74.32
557,hirna,91,ET,1560865790,83,9.22,41.1,4.43,66.04
558,kieta,100,PG,1560865366,84,-6.22,155.63,7.83,77.02
559,jalu,10,LY,1560865284,7,29.03,21.55,5.57,110.32
560,shahr-e babak,0,IR,1560865790,7,30.12,55.12,1.48,91.06
561,jambi,90,ID,1560865600,94,-1.6,103.62,1.5,75.04
562,castrillon,40,ES,1560865791,72,43.4,-6.79,3.36,67.26
563,gwembe,0,ZM,1560865791,40,-16.5,27.61,7.45,66.4
564,sistranda,40,NO,1560865791,76,63.73,8.83,14.99,57.65
565,kamnik,40,SI,1560865791,57,46.23,14.61,4.7,77.59
566,tezu,21,IN,1560865791,81,27.93,96.16,4.34,78.46
567,usinsk,97,RU,1560865791,59,66,57.56,18.12,43.36
568,karaton,20,ID,1560865791,74,-6.34,106.1,6.93,79.25
569,aykhal,90,RU,1560865791,88,65.95,111.51,4.47,62.6
570,avrille,0,FR,1560865792,48,47.5,-0.58,9.17,84.99
571,grande prairie,20,CA,1560865500,66,55.17,-118.79,13.87,53.6
572,deloraine,95,CA,1560865792,70,49.18,-100.5,3,61
573,pavlohrad,0,UA,1560865792,38,48.53,35.87,6.71,89.6
574,krasnoselkup,,,,,,,,
575,ust-kamchatsk,,,,,,,,
576,maghama,,,,,,,,
577,tomatlan,57,MX,1560865407,68,19.93,-105.25,2.15,79.9
578,yulara,0,AU,1560865395,53,-25.24,130.99,8.05,50
579,cochabamba,0,BO,1560865792,47,-17.39,-66.16,3.36,59
580,skelleftea,0,SE,1560865792,36,64.75,20.95,14.99,77
581,pochutla,75,MX,1560865792,83,15.74,-96.47,3.78,78.49
582,olafsvik,,,,,,,,
583,oranjemund,100,ZA,1560865793,55,-28.55,16.43,5.57,63.7
584,urumqi,,,,,,,,
585,praya,40,ID,1560865368,94,-8.71,116.27,2.24,73.4
586,pihuamo,75,MX,1560865793,83,19.25,-103.38,2.53,73.4
587,borlange,,,,,,,,
588,asau,,,,,,,,
589,sinkat,,,,,,,,
590,geresk,,,,,,,,
